operationId,method,path,kind,detail,computable,abox_fact
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,bad-request:missing-required,field=moveInstructions,yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,bad-request:additional-property,closed schema,yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,bad-request:type-mismatch,"field=moveInstructions, type=array",yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,bad-request:format-invalid,"field=operationReference, format=int64",yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,bad-request:range-violation,field=operationReference,yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,filter:request-shape,filter object in body,yes,
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,409-conflict,create-or-replace with same identifier,no,duplicatePolicy per endpoint (idempotent | conflict | replace)
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
modifyProcessInstancesBatchOperation,POST,/process-instances/modification,documented-500,response code 500 documented in spec,yes,
searchProcessInstances,POST,/process-instances/search,happy-path,documented success response,yes,
searchProcessInstances,POST,/process-instances/search,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
searchProcessInstances,POST,/process-instances/search,bad-request:additional-property,closed schema,yes,
searchProcessInstances,POST,/process-instances/search,bad-request:type-mismatch,"field=sort, type=array",yes,
searchProcessInstances,POST,/process-instances/search,pagination-sort:request-shape,sort array in body,yes,
searchProcessInstances,POST,/process-instances/search,pagination-sort:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchProcessInstances,POST,/process-instances/search,filter:request-shape,filter object in body,yes,
searchProcessInstances,POST,/process-instances/search,filter:behaviour-assertion,"asserting result correctness, not just status",no,filter-field-semantics + sort-field-allowlist per entity
searchProcessInstances,POST,/process-instances/search,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
searchProcessInstances,POST,/process-instances/search,eventual-consistency,search may lag behind writes,no,consistency window per entity (or eventually-consistent flag)
searchProcessInstances,POST,/process-instances/search,scale-large-n,"behaviour at 10K+ entities; pagination limits, timeout, ordering stability",no,scale thresholds + expected response time per entity
searchProcessInstances,POST,/process-instances/search,documented-500,response code 500 documented in spec,yes,
getProcessInstance,GET,/process-instances/{processInstanceKey},happy-path,documented success response,yes,
getProcessInstance,GET,/process-instances/{processInstanceKey},401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessInstance,GET,/process-instances/{processInstanceKey},404-not-found,"path param=processInstanceKey, type=string, format=ProcessInstanceKey",yes,
getProcessInstance,GET,/process-instances/{processInstanceKey},403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessInstance,GET,/process-instances/{processInstanceKey},prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getProcessInstance,GET,/process-instances/{processInstanceKey},documented-500,response code 500 documented in spec,yes,
getProcessInstanceCallHierarchy,GET,/process-instances/{processInstanceKey}/call-hierarchy,happy-path,documented success response,yes,
getProcessInstanceCallHierarchy,GET,/process-instances/{processInstanceKey}/call-hierarchy,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
getProcessInstanceCallHierarchy,GET,/process-instances/{processInstanceKey}/call-hierarchy,404-not-found,"path param=processInstanceKey, type=string, format=ProcessInstanceKey",yes,
getProcessInstanceCallHierarchy,GET,/process-instances/{processInstanceKey}/call-hierarchy,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
getProcessInstanceCallHierarchy,GET,/process-instances/{processInstanceKey}/call-hierarchy,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
getProcessInstanceCallHierarchy,GET,/process-instances/{processInstanceKey}/call-hierarchy,documented-500,response code 500 documented in spec,yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,happy-path,documented success response,yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,404-not-found,"path param=processInstanceKey, type=string, format=ProcessInstanceKey",yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,bad-request:additional-property,closed schema,yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,bad-request:format-invalid,"field=operationReference, format=int64",yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,bad-request:range-violation,field=operationReference,yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,403-forbidden,403 not documented; emitter needs to know if RBAC applies,no,RBAC: permissions required per endpoint
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,business-entity-lifecycle,path has state-transition verb,no,lifecycle state machine for this entity
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,documented-500,response code 500 documented in spec,yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,documented-503,response code 503 documented in spec,yes,
cancelProcessInstance,POST,/process-instances/{processInstanceKey}/cancellation,documented-504,response code 504 documented in spec,yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,happy-path,documented success response,yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,404-not-found,"path param=processInstanceKey, type=string, format=ProcessInstanceKey",yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,bad-request:additional-property,closed schema,yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,bad-request:format-invalid,"field=operationReference, format=int64",yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,bad-request:type-mismatch,"field=operationReference, type=integer",yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,bad-request:range-violation,field=operationReference,yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,403-forbidden,403 documented in spec,no,RBAC: permissions required per endpoint
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,business-entity-lifecycle,409 documented on non-collection POST,no,lifecycle state machine for this entity
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,prerequisite-resource,1 path param(s) imply a referenced resource,no,creation chain per identifier semantic-type
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,documented-500,response code 500 documented in spec,yes,
deleteProcessInstance,POST,/process-instances/{processInstanceKey}/deletion,documented-503,response code 503 documented in spec,yes,
resolveProcessInstanceIncidents,POST,/process-instances/{processInstanceKey}/incident-resolution,happy-path,documented success response,yes,
resolveProcessInstanceIncidents,POST,/process-instances/{processInstanceKey}/incident-resolution,401-unauthorized,spec declares securitySchemes but does not apply them,no,"spec-gap: which endpoints actually require auth (currently encoded only in deployment, not the spec)"
